ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF767K01ED0,120261,GR,OMF,9,224.03
INF767K01EF5,120263,DP,OMF,9,36.90
INF767K01EH1,120263,DR,OMF,9,36.90
INF767K01EG3,120264,GR,OMF,9,109.66
INF767K01EJ7,120267,GR,OMF,9,63.91
INF767K01EI9,120268,DP,OMF,9,40.25
INF767K01EK5,120268,DR,OMF,9,40.25
INF767K01EL3,120269,DP,OMF,9,38.28
INF767K01EM1,120270,GR,OMF,9,173.35
INF767K01EO7,120276,GR,OMF,9,93.25
INF767K01EV2,120278,DP,OMF,9,19.28
INF767K01EX8,120278,DR,OMF,9,19.28
INF767K01EW0,120279,GR,OMF,9,79.81
INF767K01EZ3,120282,GR,GMF,10,65.39
INF767K01FB1,120285,GR,OMF,9,35.39
INF789F01XV6,120299,GR,GMF,10,3241.99
INF789F01XQ6,120304,GR,GMF,10,4476.38
INF767K01FF2,120307,GR,OMF,9,152.88
INF767K01FJ4,120308,GR,OMF,9,167.19
INF767K01FG0,120309,DP,OMF,9,56.33
INF767K01FH8,120309,DR,OMF,9,56.33
INF767K01FI6,120312,DP,OMF,9,56.05
INF767K01FK2,120312,DR,OMF,9,56.05
INF109K01W82,120313,GR,OMF,9,69.45
INF109K01W66,120314,DP,OMF,9,53.71
INF109K01W74,120314,DR,OMF,9,53.71
INF767K01FM8,120315,GR,OMF,9,44.49
INF767K01FL0,120316,DP,OMF,9,10.05
INF767K01FN6,120316,DR,OMF,9,10.05
INF109K011K3,120322,DP,OMF,9,126.13
INF109K010K5,120322,DR,OMF,9,126.13
INF109K012K1,120323,GR,OMF,9,539.57
INF205K01LL9,120332,DP,OMF,9,23.20
INF205K01LM7,120332,DR,OMF,9,23.20
INF205K01LN5,120333,GR,OMF,9,64.23
INF109K015K4,120334,GR,OMF,9,912.79
INF109K013K9,120335,DP,OMF,9,61.36
INF109K014K7,120335,DR,OMF,9,61.36
INF767K01GI4,120338,GR,OMF,9,38.78
INF205K01LE4,120348,GR,OMF,9,158.59
INF205K01LC8,120349,DP,OMF,9,73.91
INF205K01LD6,120349,DR,OMF,9,73.91
INF767K01GV7,120350,DP,OMF,9,55.90
INF767K01GX3,120350,DR,OMF,9,55.90
INF767K01GW5,120351,GR,OMF,11.45,56.93
INF205K01LY2,120356,DP,OMF,9.07,54.26
INF205K01LZ9,120356,DR,OMF,9.07,54.26
INF205K01MA0,120357,GR,OMF,9,117.04
INF109K016O4,120364,GR,OMF,9,38.20
INF109K017O2,120365,DP,OMF,9,17.56
INF109K015O6,120365,DR,OMF,9,17.56
INF109K010B4,120376,DP,OMF,9,29.41
INF109K011B2,120376,DR,OMF,9,29.41
INF109K012B0,120377,GR,OMF,9,86.62
INF109K019M2,120380,DP,OMF,9.66,65.95
INF109K010N9,120380,DR,OMF,9.66,65.95
INF109K011N7,120381,GR,OMF,9.2,356.03
INF205K01KW8,120384,DP,OMF,9,91.43
INF205K01KX6,120384,DR,OMF,9,91.43
INF205K01KY4,120385,GR,OMF,9,177.63
INF846K01DA0,120388,DR,GMF,10,1000.96
INF846K01CX4,120389,GR,GMF,10,3037.18
INF846K01DB8,120390,DP,GMF,10,1002.92
INF846K01DC6,120390,DR,GMF,10,1002.92
INF846K01CY2,120391,DP,GMF,10,1002.58
INF846K01CZ9,120391,DR,GMF,10,1002.58
INF205K01LB0,120392,GR,OMF,9,84.78
INF205K01KZ1,120393,DP,OMF,9,37.55
INF205K01LA2,120393,DR,OMF,9,37.55
INF205K01NE0,120394,DP,OMF,12.79,53.93
INF205K01NF7,120394,DR,OMF,12.79,53.93
INF205K01NG5,120395,GR,OMF,12.79,79.93
INF109K01P08,120396,DP,OMF,9,105.67
INF109K01P16,120396,DR,OMF,9,105.67
INF109K01O66,120397,DR,OMF,9,105.74
INF109K01O82,120398,GR,OMF,9,573.13
INF205K01KP2,120400,DP,OMF,9,19.48
INF205K01KQ0,120400,DR,OMF,9,19.48
INF205K01KR8,120401,GR,OMF,9,35.88
INF205K01MT0,120402,DP,OMF,9.52,80.61
INF205K01MU8,120402,DR,OMF,9.52,80.61
INF205K01MV6,120403,GR,OMF,9.13,215.09
INF205K01MB8,120404,DP,OMF,11.73,47.37
INF205K01MC6,120404,DR,OMF,11.73,47.37
INF205K01MD4,120405,GR,OMF,10.8,70.80
INF192K01CM6,120406,GR,GMF,10,74.53
INF192K01CH6,120411,DR,GMF,10,10.43
INF205K01MQ6,120412,DP,OMF,9,133.74
INF205K01MR4,120412,DR,OMF,9,133.74
INF205K01MS2,120413,GR,OMF,9,147.79
INF205K01NT8,120416,GR,OMF,9,143.19
INF205K01NR2,120417,DP,OMF,9,31.13
INF109K01P24,120423,DR,OMF,9,100.78
INF109K01P73,120424,DP,OMF,9,102.59
INF109K01P81,120424,DR,OMF,9,102.59
INF109K01P57,120425,GR,OMF,9,483.47
INF109K01P65,120426,DP,OMF,9,206.70
INF109K01P32,120426,DR,OMF,9,206.70
INF192K01CW5,120430,GR,OMF,9,70.75
INF192K01DD3,120435,GR,OMF,9,45.44
INF846K01CU0,120437,DR,OMF,9,1039.13
INF846K01CR6,120438,GR,OMF,9,2808.61
INF846K01CT2,120439,DP,OMF,9,1036.91
INF846K01CS4,120439,DR,OMF,9,1036.91
INF205K01KT4,120444,GR,OMF,9,2503.55
INF846K01DD4,120447,GR,GMF,10,27.62
INF846K01DI3,120451,GR,OMF,9,33.40
INF846K01DP8,120465,GR,OMF,9,70.55
INF846K01DN3,120466,DP,OMF,9,25.56
INF846K01DO1,120466,DR,OMF,9,25.56
INF846K01CO3,120467,DP,OMF,9,31.36
INF846K01CP0,120467,DR,OMF,9,31.36
INF846K01CQ8,120468,GR,OMF,9,61.63
INF846K01DQ6,120472,DP,OMF,14.86,47.89
INF846K01DR4,120472,DR,OMF,14.86,47.89
INF846K01DS2,120473,GR,OMF,14.86,47.84
INF846K01DT0,120475,GR,OMF,9,32.05
INF846K01EA8,120480,GR,OMF,9,35.89
INF192K01BN6,120482,GR,OMF,9,36.07
INF192K01BQ9,120484,GR,OMF,9,136.36
INF192K01BR7,120485,DP,OMF,9,71.41
INF192K01BS5,120485,DR,OMF,9,71.41
INF192K01BT3,120486,GR,OMF,9,104.81
INF192K01BU1,120487,DP,OMF,9,22.74
INF192K01BV9,120487,DR,OMF,9,22.74
INF192K01BW7,120488,GR,OMF,9,23.20
INF192K01BZ0,120490,GR,OMF,9,179.87
INF192K01CA1,120491,DP,OMF,9,98.01
INF192K01CB9,120491,DR,OMF,9,98.01
INF192K01CC7,120492,GR,OMF,9,107.83
INF192K01CD5,120493,DP,OMF,9,53.95
INF192K01CE3,120494,GR,OMF,9,55.31
INF205K01RF8,120497,GR,OMF,9,3517.92
INF846K01EX0,120502,DP,OMF,9,50.44
INF846K01EY8,120502,DR,OMF,9,50.44
INF846K01EW2,120503,GR,OMF,9,109.01
INF846K01EF7,120504,DP,OMF,9.59,50.88
INF846K01EG5,120504,DR,OMF,9.59,50.88
INF846K01EH3,120505,GR,OMF,9,131.27
INF205K01RY9,120507,GR,GMF,10,3271.62
INF846K01EI1,120510,GR,OMF,9,35.03
INF846K01EJ9,120511,DP,OMF,9,10.05
INF846K01EK7,120511,DR,OMF,9,10.05
INF846K01EN1,120513,GR,OMF,9,3371.65
INF846K01EQ4,120515,DR,OMF,9,1012.47
INF209K01ZC0,120517,GR,OMF,9,1748.07
INF209KA1LH3,120518,DP,OMF,9,302.92
INF209K01ZB2,120518,DR,OMF,9,302.92
INF205K01SN0,120520,GR,GMF,10,3158.38
INF846K01ET8,120523,DP,OMF,9,28.61
INF846K01EU6,120523,DR,OMF,9,28.61
INF846K01EV4,120524,GR,OMF,9,53.14
INF205K01NH3,120530,DP,OMF,14.08,43.49
INF205K01NI1,120530,DR,OMF,14.08,43.49
INF205K01NJ9,120531,GR,OMF,15.37,43.56
INF205K01MF9,120537,GR,GMF,10,3747.70
INF209K01P49,120538,DP,OMF,12.46,57.59
INF209K01VE5,120538,DR,OMF,9,57.59
INF209K01VF2,120539,GR,OMF,9,192.05
INF205K01TH0,120541,GR,OMF,9,2986.06
INF209K01YT7,120545,DP,OMF,13.31,46.08
INF209K01YU5,120546,GR,OMF,13.31,46.08
INF209K01R47,120550,DP,OMF,9,27.15
INF789F01XP8,120558,DR,GMF,10,1064.21
INF205K01UH8,120560,GR,OMF,9,4076.12
INF209K01XX1,120564,GR,OMF,9,2092.63
INF209KA1LE0,120565,DP,OMF,9,227.84
INF209K01XY9,120565,DR,OMF,9,227.84
INF205K01NY8,120570,GR,OMF,9,4087.48
INF200K01RM5,120575,GR,OMF,9,334.13
INF200K01VR6,120576,GR,OMF,9,291.17
INF200K01VS4,120577,GR,OMF,9,217.28
INF200K01RV6,120578,GR,OMF,9,248.84
INF109K01Y49,120579,DP,OMF,9,360.62
INF109K014L5,120585,DP,OMF,9,63.45
INF109K015L2,120585,DR,OMF,9,63.45
INF109K016L0,120586,GR,OMF,9,125.40
INF109K01Z14,120587,GR,OMF,9,484.03
INF109K01Y98,120588,DP,OMF,9,158.91
INF109K01Z06,120588,DR,OMF,9,158.91
INF109K016C9,120589,DP,GMF,10,19.18
INF109K017C7,120589,DR,GMF,10,19.18
INF109K018C5,120590,GR,GMF,10,113.59
INF109K015M0,120591,GR,OMF,9,95.13
INF109K01Y31,120592,GR,OMF,9,1056.26
INF109K01Y15,120593,DP,OMF,9,46.86
INF109K01Z48,120594,GR,OMF,9,223.36
INF109K01Z22,120595,DP,OMF,9,136.36
INF109K01Z30,120595,DR,OMF,9,136.36
INF109K011O5,120596,GR,OMF,9,1163.63
INF109K019N0,120597,DP,OMF,9,54.36
INF109K010O7,120597,DR,OMF,9,54.36
INF109K012O3,120598,DP,OMF,9,59.93
INF109K013O1,120598,DR,OMF,9,59.93
INF109K014O9,120599,GR,OMF,9,896.46
INF109K014E0,120600,DP,OMF,9,26.75
INF109K015E7,120600,DR,OMF,9,26.75
INF109K012E4,120601,DP,OMF,9,11.19
INF109K013E2,120601,DR,OMF,9,11.19
INF109K017E3,120602,DP,OMF,9,12.00
INF109K018E1,120602,DR,OMF,9,12.00
INF109K016E5,120603,GR,OMF,9,41.22
INF109K019E9,120604,DP,OMF,9,10.60
INF109K010F5,120604,DR,OMF,9,10.60
INF109K01S47,120613,DP,OMF,9,16.69
INF109K01S54,120613,DR,OMF,9,16.69
INF109K01S88,120614,DP,OMF,9,14.87
INF109K01S96,120614,DR,OMF,9,14.87
INF109K01S62,120615,DP,OMF,9,16.29
INF109K01S70,120615,DR,OMF,9,16.29
INF109K01S39,120616,GR,OMF,9,86.08
INF109K01V59,120617,DP,OMF,9,11.52
INF109K01V67,120617,DR,OMF,9,11.52
INF109K01V83,120619,GR,OMF,9,43.63
INF109K012M7,120620,DP,OMF,9,269.45
INF109K018M4,120621,GR,OMF,9,213.29
INF109K016M8,120622,DP,OMF,9,46.60
INF109K017M6,120622,DR,OMF,9,46.60
INF789F01US8,120656,GR,OMF,9,305.31
INF789F01UQ2,120657,DP,OMF,9,64.89
INF789F01UR0,120657,DR,OMF,9,64.89
INF789F01TC4,120662,GR,OMF,9,335.37
INF789F01TA8,120663,DP,OMF,9,223.18
INF789F01TB6,120663,DR,OMF,9,223.18
INF789F01UE8,120664,DP,OMF,9,98.38
INF789F01UF5,120664,DR,OMF,9,98.38
INF789F01UG3,120665,GR,OMF,9,200.20
INF109K015A5,120670,GR,OMF,9,51.61
INF109K018A9,120671,DP,OMF,9,11.38
INF109K019A7,120671,DR,OMF,9,11.38
INF789F01SI3,120673,DP,OMF,9,47.90
INF789F01SJ1,120673,DR,OMF,9,47.90
INF789F01SK9,120674,GR,OMF,9,448.20
INF109K01T53,120675,DP,OMF,9,11.21
INF109K01T61,120675,DR,OMF,9,11.21
INF109K01T04,120676,GR,OMF,9,31.12
INF109K01T38,120677,DP,OMF,9,10.80
INF109K01T46,120677,DR,OMF,9,10.80
INF109K01X16,120679,GR,OMF,9,137.82
INF789F01UB4,120681,DP,OMF,9,227.75
INF789F01UC2,120681,DR,OMF,9,227.75
INF789F01UD0,120682,GR,OMF,9,439.05
INF109K01Y64,120683,DP,OMF,10.05,63.90
INF109K01Y72,120683,DR,OMF,10.05,63.90
INF109K01Y80,120684,GR,OMF,10.05,63.92
INF109K01U92,120685,GR,OMF,12.96,49.17
INF109K01U76,120686,DP,OMF,12.96,49.17
INF109K01U84,120686,DR,OMF,12.96,49.17
INF109K01W09,120687,DP,OMF,9,77.76
INF109K01W17,120687,DR,OMF,9,77.76
INF109K01W25,120688,GR,OMF,9,182.82
INF789F01SQ6,120689,GR,OMF,9,81.08
INF109K016B1,120692,GR,OMF,9,32.43
INF109K019B5,120694,DP,OMF,9,15.49
INF109K012C8,120694,DR,OMF,9,15.49
INF109K017B9,120697,DP,OMF,9,10.25
INF109K018B7,120697,DR,OMF,9,10.25
INF109K01X40,120700,GR,OMF,9,244.99
INF109K01X73,120702,GR,OMF,9,48.33
INF209K01XH4,120705,DP,OMF,9,77.34
INF209K01XJ0,120705,DR,OMF,9,77.34
INF109K01V34,120709,DP,OMF,9,11.95
INF109K01V42,120709,DR,OMF,9,11.95
INF109K01V00,120711,GR,OMF,9,36.97
INF789F01TD2,120714,DP,OMF,9,54.58
INF789F01TE0,120714,DR,OMF,9,54.58
INF789F01TF7,120715,GR,OMF,9,231.58
INF789F01XA0,120716,GR,OMF,9,179.24
INF789F01WY2,120717,DP,OMF,9,90.30
INF789F01WZ9,120717,DR,OMF,9,90.30
INF789F01XY0,120718,GR,OMF,9,34.92
INF789FA1R66,120719,DP,OMF,9,19.74
INF789FA1R74,120719,DR,OMF,9,19.74
INF109K018N2,120722,GR,OMF,9,111.53
INF109K016N6,120723,DP,OMF,9,64.93
INF109K017N4,120723,DR,OMF,9,64.93
INF789F01UA6,120726,GR,OMF,9,333.52
INF789F01TY8,120727,DP,OMF,9,164.12
INF789F01TZ5,120727,DR,OMF,9,164.12
INF789F01TU6,120728,GR,OMF,9,150.87
INF789F01TS0,120729,DP,OMF,9,78.95
INF789F01TT8,120729,DR,OMF,9,78.95
INF789F01SF9,120730,DP,OMF,9,155.25
INF789F01SG7,120730,DR,OMF,9,155.25
INF789F01SH5,120731,GR,OMF,9,335.68
INF789F01SL7,120732,DP,OMF,9,90.26
INF789F01SM5,120732,DR,OMF,9,90.26
INF789F01SN3,120733,GR,OMF,9,230.62
INF789F01XI3,120735,GR,OMF,9,3742.09
INF789F01XE2,120737,DR,OMF,9,1428.71
INF789F01XN3,120739,DP,OMF,9,1022.66
INF789F01XO1,120739,DR,OMF,9,1022.66
INF109K017L8,120743,GR,OMF,9,99.46
INF789F01TI1,120746,GR,OMF,9,4719.62
INF109K010M1,120747,DP,OMF,9,12.80
INF109K011M9,120747,DR,OMF,9,12.80
INF789F01SW4,120749,GR,OMF,9,196.24
INF789F01SU8,120750,DP,OMF,9,41.19
INF789F01SV6,120750,DR,OMF,9,41.19
INF789F01VB2,120751,GR,OMF,9,187.93
INF789F01UZ3,120752,DP,OMF,9,61.29
INF789F01VA4,120752,DR,OMF,9,61.29
INF109K013N3,120754,GR,OMF,9,68.26
INF109K014N1,120755,DP,OMF,9,12.71
INF109K015N8,120755,DR,OMF,9,12.71
INF789F01VE6,120760,GR,OMF,9,88.69
INF789F01VC0,120761,DP,OMF,9,35.33
INF789F01VD8,120761,DR,OMF,9,35.33
INF789F01XD4,120762,GR,OMF,9,34.49
INF789F01XB8,120763,DP,OMF,9,26.54
INF789F01XC6,120763,DR,OMF,9,26.54
INF789F01YB6,120764,GR,OMF,9,20.08
INF789F01XU8,120772,DR,GMF,10,1030.93
INF789F01UK5,120778,DP,OMF,9,19.52
INF789F01UL3,120778,DR,OMF,9,19.52
INF789F01UJ7,120779,GR,OMF,9,76.31
INF789F01VF3,120780,GR,OMF,9,61.47
INF789F01TO9,120782,GR,OMF,9,313.48
INF789F01TM3,120783,DP,OMF,9,242.29
INF789F01TN1,120783,DR,OMF,9,242.29
INF789FB1S71,120785,GR,GMF,5,3659.54
INF789F01UH1,120789,DP,OMF,9,49.58
INF789F01UI9,120789,DR,OMF,9,49.58
INF789F01UM1,120790,DP,OMF,9,75.07
INF789F01TL5,120792,GR,GMF,10,66.26
INF789FB1RG6,120795,GR,OMF,9,38.74
INF789FB1RE1,120796,DP,OMF,9,22.66
INF789FB1RF8,120796,DR,OMF,9,22.66
INF966L01531,120818,DP,OMF,9,64.99
INF966L01549,120818,DR,OMF,9,64.99
INF966L01556,120819,GR,OMF,9,469.25
INF966L01564,120820,DP,OMF,9,162.88
INF966L01572,120820,DR,OMF,9,162.88
INF966L01580,120821,GR,OMF,9,176.74
INF966L01598,120822,DP,OMF,9,75.04
INF966L01606,120822,DR,OMF,9,75.04
INF966L01614,120823,GR,OMF,9,647.99
INF966L01622,120825,DP,OMF,9,56.04
INF966L01630,120825,DR,OMF,9,56.04
INF966L01648,120826,GR,OMF,9,120.36
INF966L01663,120827,DP,OMF,9.07,205.73
INF966L01671,120827,DR,OMF,9.07,205.73
INF966L01689,120828,GR,OMF,9.07,263.19
INF966L01705,120832,DP,OMF,9.99,40.75
INF966L01713,120832,DR,OMF,9.99,40.75
INF966L01721,120833,GR,OMF,9.99,40.78
INF966L01853,120834,GR,OMF,9,94.22
INF966L01838,120835,DP,OMF,9,55.08
INF966L01846,120835,DR,OMF,9,55.08
INF966L01820,120837,GR,GMF,10,43.87
INF966L01796,120838,DP,GMF,10,15.75
INF966L01812,120838,DR,GMF,10,15.75
INF966L01788,120839,DP,GMF,10,14.65
INF966L01804,120839,DR,GMF,10,14.65
INF966L01861,120840,DP,OMF,9,77.56
INF966L01879,120840,DR,OMF,9,77.56
INF966L01887,120841,GR,OMF,9,220.83
INF966L01895,120842,DP,OMF,9,73.76
INF966L01903,120842,DR,OMF,9,73.76
INF966L01911,120843,GR,OMF,9,108.52
INF966L01960,120846,DP,OMF,9,55.30
INF966L01127,120846,DR,OMF,9,55.30
INF966L01986,120847,GR,OMF,9,414.87
INF109K013M5,120870,DP,OMF,9,65.83
INF109K014M3,120870,DR,OMF,9,65.83
INF194K015G8,121279,GR,OMF,9,26.14
INF194K01SN6,121280,GR,OMF,9,25.36
INF194K01SO4,121282,DP,OMF,9,13.69
INF194K012D2,121282,DR,OMF,9,13.69
INF194K017M2,121932,DR,OMF,9,10.71
INF194K014M9,121937,DP,OMF,9,10.88
INF200K01YS8,121940,DP,OMF,9,22.62
INF200K01YT6,121940,DR,OMF,9,22.62
INF200K01YQ2,121944,DP,OMF,9,20.24
INF200K01YR0,121944,DR,OMF,9,20.24
INF109K018W3,122168,DP,OMF,9,22.76
INF109K017W5,122168,DR,OMF,9,22.76
INF109K016W7,122236,DP,OMF,9,27.33
INF109K015W9,122236,DR,OMF,9,27.33
INF247L01155,122387,GR,OMF,9.01,42.91
INF247L01171,122388,DP,OMF,9.34,19.03
INF247L01163,122388,DR,OMF,9.34,19.03
INF247L01189,122389,GR,OMF,9.01,50.48
INF247L01205,122390,DP,OMF,9.34,22.29
INF247L01197,122390,DR,OMF,9.34,22.29
INF090I01KM9,122443,DR,GMF,10,10.10
INF109K014Z5,122531,DP,OMF,9,101.84
INF109K013Z7,122531,DR,OMF,9,101.84
INF579M01183,122612,GR,OMF,9,23.43
INF879O01027,122639,GR,OMF,9,94.09
INF879O01019,122640,GR,OMF,9,86.03
INF209KA1LN1,122643,DR,OMF,9,100.73
INF209K01MG9,122644,GR,OMF,9,360.90
INF209K01UX7,122646,GR,OMF,9,371.37
INF209K01MF1,122650,GR,OMF,9,521.99
INF109K018Y9,122651,DP,OMF,9,101.84
INF109K017Y1,122651,DR,OMF,9,101.84
INF579M01266,122715,GR,OMF,9,24.75
INF204K013R8,122765,DP,OMF,9,24.16
INF204K014R6,122765,DR,OMF,9,24.16
INF204K011R2,122766,DP,OMF,9,26.85
INF204K012R0,122766,DR,OMF,9,26.85
INF109K016Z0,122995,DP,OMF,9,109.94
INF109K015Z2,122995,DR,OMF,9,109.94
INF740KA1PB3,123288,DR,GMF,10,10.15
INF109KA1CB6,123651,GR,OMF,9,31.00
INF109KA1CE0,123654,GR,OMF,9,33.52
INF174K01FO3,123690,GR,OMF,9,67.65
INF174K01FQ8,123691,DP,OMF,9,12.71
INF174K01FP0,123691,DR,OMF,9,12.71
INF174K01KH7,123693,GR,OMF,9,70.63
INF666M01AC0,123704,GR,OMF,9,2473.67
INF666M01AJ5,123708,GR,OMF,9,2145.79
INF740K01ZP6,124172,GR,OMF,9,24.71
INF740K01ZW2,124175,GR,OMF,9,25.63
INF247L01213,124233,GR,OMF,9,16.95
INF247L01247,124234,GR,OMF,9,18.03
INF204KA1DS2,124589,DP,OMF,9,21.13
INF204KA1DT0,124589,DR,OMF,9,21.13
INF209KA1KT0,124832,DP,OMF,9,11.02
INF209KA1KS2,124833,DP,OMF,9,12.36
INF579M01506,125259,GR,GMF,10,2078.57
INF204KA1EM3,125267,DP,OMF,9,19.82
INF204KA1EN1,125267,DR,OMF,9,19.82
INF204KA1EQ4,125268,DP,OMF,9,22.21
INF204KA1ER2,125268,DR,OMF,9,22.21
INF204KA1ES0,125269,DP,OMF,9,24.19
INF204KA1ET8,125269,DR,OMF,9,24.19
INF663L01DW1,125301,DP,OMF,9,60.56
INF663L01DX9,125301,DR,OMF,9,60.56
INF663L01DZ4,125305,GR,OMF,9,62.66
INF663L01EA5,125306,DP,OMF,9,24.55
INF663L01EB3,125306,DR,OMF,9,24.55
INF663L01DV3,125307,GR,OMF,9,73.06
INF579M01621,125345,GR,GMF,10,2092.69
INF846K01K01,125350,GR,OMF,9,102.01
INF846K01K43,125351,DP,OMF,9.4,47.82
INF846K01K50,125351,DR,OMF,9.4,47.82
INF846K01K19,125352,DP,OMF,9.4,40.63
INF846K01K27,125352,DR,OMF,9.4,40.63
INF846K01K35,125354,GR,OMF,9,118.54
INF200K01T28,125494,GR,OMF,9,161.53
INF200K01T36,125495,DP,OMF,9,95.43
INF200K01T44,125495,DR,OMF,9,95.43
INF200K01T69,125496,DP,OMF,9,126.74
INF200K01T77,125496,DR,OMF,9,126.74
INF200K01T51,125497,GR,OMF,9,185.69
INF200K01U41,125498,GR,OMF,9,3210.62
INF200K01U58,125499,DR,OMF,9,1464.77
INF200K01U82,125501,DP,OMF,9,1223.07
INF200K01U90,125501,DR,OMF,9,1223.07
INF200K01V16,125502,DR,OMF,9,1506.46
INF200K01V08,125503,GR,OMF,9,3420.10
INF200K01V40,125505,DP,OMF,9,1309.67
INF200K01V57,125505,DR,OMF,9,1309.67
INF209K011W7,125595,GR,OMF,9,64.00
INF209K010W9,125596,DP,OMF,9,23.40
INF209K012W5,125596,DR,OMF,9,23.40
INF209K014W1,125597,GR,OMF,9,72.16
INF209K013W3,125598,DP,OMF,9,31.81
INF209K015W8,125598,DR,OMF,9,31.81
INF680P01042,125711,GR,OMF,9,36.96
INF680P01018,125713,GR,OMF,9,32.00
INF680P01026,125714,DP,OMF,9,25.59
INF680P01034,125714,DR,OMF,9,25.59
INF205K01ZZ9,126351,GR,OMF,9,24.22
INF205K01A24,126353,GR,OMF,9,26.42
INF740K01K99,126391,DP,OMF,9,17.05
INF740K01L07,126391,DR,OMF,9,17.05
INF740K01K65,126392,DP,OMF,9,14.34
INF740K01K73,126392,DR,OMF,9,14.34
INF740K01K81,126393,GR,OMF,9,32.74
INF740K01K57,126394,GR,OMF,9,28.39
INF760K01HB2,126685,GR,OMF,9,23.94
INF760K01GY6,126687,GR,OMF,9,22.26
INF789F014Z9,126939,GR,OMF,9,22.70
INF789F015Z6,126940,GR,OMF,9,23.12
INF789F012Z3,126941,DP,OMF,9,15.58
INF789F013Z1,126941,DR,OMF,9,15.58
INF247L01411,127039,GR,OMF,9,93.91
INF247L01437,127040,DP,OMF,9,45.59
INF247L01429,127040,DR,OMF,9,45.59
INF247L01445,127042,GR,OMF,9,108.05
INF247L01460,127044,DP,OMF,9.14,47.35
INF247L01452,127044,DR,OMF,9.14,47.35
INF336L01HF0,127071,GR,OMF,9,34.61
INF336L01HC7,127073,GR,OMF,9,32.01
INF194KA1JC5,127470,DR,OMF,9,10.88
INF761K01BR9,127849,GR,OMF,9,25.67
INF761K01BO6,127850,GR,OMF,9,27.91
INF761K01BP3,127851,DP,OMF,9,17.91
INF761K01BQ1,127851,DR,OMF,9,17.91
INF174K01VQ5,128006,GR,OMF,9,26.57
INF174K01VL6,128009,GR,OMF,9,23.77
INF179KA1GA4,128050,DP,OMF,9,10.81
INF179KA1GB2,128050,DR,OMF,9,10.81
INF179KA1FZ3,128051,GR,OMF,9,27.09
INF179KA1GD8,128052,DP,OMF,9,10.45
INF179KA1GE6,128052,DR,OMF,9,10.45
INF179KA1GC0,128053,GR,OMF,9,24.98
INF174K01VN2,128078,DP,OMF,9,14.59
INF174K01VP7,128078,DR,OMF,9,14.59
INF174K01VS1,128079,DP,OMF,9,26.57
INF174K01VU7,128079,DR,OMF,9,26.57
INF179KA1JA8,128626,DP,OMF,9,10.06
INF179KA1JB6,128626,DR,OMF,9,10.06
INF179KA1JD2,128627,DP,OMF,9,10.17
INF179KA1JE0,128627,DR,OMF,9,10.17
INF179KA1JC4,128628,GR,OMF,9,23.72
INF179KA1IZ7,128629,GR,OMF,9,24.75
INF204KA1MT1,128820,DP,OMF,9,14.31
INF204KA1MU9,128820,DR,OMF,9,14.31
INF204KA1MV7,128821,DP,OMF,9,15.59
INF204KA1MW5,128821,DR,OMF,9,15.59
INF090I01KO5,129006,GR,OMF,9,23.29
INF090I01KR8,129008,GR,OMF,9,24.38
INF247L01502,129046,GR,OMF,9,65.38
INF247L01528,129047,DP,OMF,9,34.77
INF247L01510,129047,DR,OMF,9,34.77
INF247L01478,129048,GR,OMF,9,58.72
INF247L01494,129049,DP,OMF,9,33.16
INF247L01486,129049,DR,OMF,9,33.16
INF179KA1KO7,129051,DP,OMF,9,11.40
INF179KA1KN9,129051,DR,OMF,9,11.40
INF179KA1KT6,129052,GR,OMF,9,20.95
INF179KA1KQ2,129053,DP,OMF,9,11.67
INF179KA1KP4,129053,DR,OMF,9,11.67
INF179KA1KS8,129054,DP,OMF,9,11.27
INF179KA1KR0,129054,DR,OMF,9,11.27
INF336L01IA9,129065,GR,OMF,9,40.56
INF205K01B15,129187,GR,OMF,9,33.32
INF205K01B49,129188,GR,OMF,9,36.93
INF336L01IG6,129191,GR,OMF,9,40.56
INF336L01IE1,129192,DP,OMF,9,32.22
INF336L01IF8,129192,DR,OMF,9,32.22
INF336L01IJ0,129193,GR,OMF,9,43.41
INF336L01IM4,129195,GR,OMF,9,22.04
INF336L01IK8,129196,DP,OMF,9,17.27
INF336L01IL6,129196,DR,OMF,9,17.27
INF336L01IP7,129197,GR,OMF,9,23.41
INF336L01ID3,129200,GR,OMF,9,42.93
INF903J01F76,129210,DP,OMF,10.12,55.63
INF903J01F84,129210,DR,OMF,10.12,55.63
INF903J01G00,129211,DP,OMF,10.18,59.95
INF903J01G18,129211,DR,OMF,10.18,59.95
INF903J01F92,129212,GR,OMF,9.14,104.12
INF903J01F68,129213,GR,OMF,9.2,97.13
INF109KA1UB8,129309,DP,OMF,9,28.24
INF109KA1UC6,129309,DR,OMF,9,28.24
INF109KA1TX4,129310,GR,OMF,9,54.79
INF109KA1TY2,129311,DP,OMF,9,21.81
INF109KA1TZ9,129311,DR,OMF,9,21.81
INF109KA1UA0,129312,GR,OMF,9,61.53
INF090I01LA2,129436,DP,GMF,10,10.50
INF090I01LB0,129436,DR,GMF,10,10.50
INF582M01BW5,129646,DP,OMF,9,40.05
INF582M01BV7,129646,DR,OMF,9,40.05
INF582M01BY1,129647,GR,OMF,9.93,48.15
INF582M01CA9,129648,DP,OMF,9.99,41.82
